state,district,year,quarter,registered_users
Meghalaya,east garo hills,2023,2,10727
Meghalaya,south garo hills,2023,2,9386
Meghalaya,west khasi hills,2023,2,8423
Meghalaya,east khasi hills,2023,3,134378
Meghalaya,west garo hills,2023,3,73025
Meghalaya,ribhoi,2023,3,33175
Meghalaya,east jaintia hills,2023,3,24260
Meghalaya,west jaintia hills,2023,3,15633
Meghalaya,south west garo hills,2023,3,11626
Meghalaya,north garo hills,2023,3,11624
Meghalaya,east garo hills,2023,3,11212
Meghalaya,south garo hills,2023,3,9809
Meghalaya,west khasi hills,2023,3,8831
Meghalaya,east khasi hills,2023,4,139387
Meghalaya,west garo hills,2023,4,75911
Meghalaya,ribhoi,2023,4,34488
Meghalaya,east jaintia hills,2023,4,25185
Meghalaya,west jaintia hills,2023,4,16280
Meghalaya,south west garo hills,2023,4,12113
Meghalaya,north garo hills,2023,4,12086
Meghalaya,east garo hills,2023,4,11648
Meghalaya,south garo hills,2023,4,10230
Meghalaya,west khasi hills,2023,4,9182
Meghalaya,east khasi hills,2024,1,145281
Meghalaya,west garo hills,2024,1,79443
Meghalaya,ribhoi,2024,1,36099
Meghalaya,east jaintia hills,2024,1,26338
Meghalaya,west jaintia hills,2024,1,17113
Meghalaya,south west garo hills,2024,1,12769
Meghalaya,north garo hills,2024,1,12685
Meghalaya,east garo hills,2024,1,12249
Meghalaya,south garo hills,2024,1,10792
Meghalaya,west khasi hills,2024,1,9685
Meghalaya,east khasi hills,2024,2,150809
Meghalaya,west garo hills,2024,2,82499
Meghalaya,ribhoi,2024,2,37444
Meghalaya,east jaintia hills,2024,2,27419
Meghalaya,west jaintia hills,2024,2,17766
Meghalaya,south west garo hills,2024,2,13255
Meghalaya,north garo hills,2024,2,13156
Meghalaya,east garo hills,2024,2,12734
Meghalaya,south garo hills,2024,2,11161
Meghalaya,west khasi hills,2024,2,10013
Meghalaya,east khasi hills,2024,3,177957
Meghalaya,west garo hills,2024,3,129037
Meghalaya,ri bhoi,2024,3,62726
Meghalaya,east jaintia hills,2024,3,41061
Meghalaya,south west garo hills,2024,3,27906
Meghalaya,north garo hills,2024,3,25555
Meghalaya,east garo hills,2024,3,23080
Meghalaya,west jaintia hills,2024,3,22926
Meghalaya,south garo hills,2024,3,18167
Meghalaya,west khasi hills,2024,3,9967
Meghalaya,east khasi hills,2024,4,184163
Meghalaya,west garo hills,2024,4,134833
Meghalaya,ri bhoi,2024,4,65395
Meghalaya,east jaintia hills,2024,4,42383
Meghalaya,south west garo hills,2024,4,29222
Meghalaya,north garo hills,2024,4,26823
Meghalaya,east garo hills,2024,4,24279
Meghalaya,west jaintia hills,2024,4,23920
Meghalaya,south garo hills,2024,4,19117
Meghalaya,west khasi hills,2024,4,10476
Mizoram,aizawl,2018,1,4550
Mizoram,lunglei,2018,1,879
Mizoram,kolasib,2018,1,486
Mizoram,lawngtlai,2018,1,474
Mizoram,champhai,2018,1,358
Mizoram,mamit,2018,1,316
Mizoram,serchhip,2018,1,299
Mizoram,saiha,2018,1,231
Mizoram,aizawl,2018,2,6211
Mizoram,lunglei,2018,2,1241
Mizoram,kolasib,2018,2,692
Mizoram,lawngtlai,2018,2,607
Mizoram,champhai,2018,2,501
Mizoram,serchhip,2018,2,440
Mizoram,mamit,2018,2,435
Mizoram,saiha,2018,2,295
Mizoram,aizawl,2018,3,8460
Mizoram,lunglei,2018,3,1751
Mizoram,kolasib,2018,3,1012
Mizoram,lawngtlai,2018,3,922
Mizoram,champhai,2018,3,729
Mizoram,serchhip,2018,3,633
Mizoram,mamit,2018,3,599
Mizoram,saiha,2018,3,396
Mizoram,aizawl,2018,4,11131
Mizoram,lunglei,2018,4,2391
Mizoram,kolasib,2018,4,1393
Mizoram,lawngtlai,2018,4,1254
Mizoram,champhai,2018,4,1001
Mizoram,serchhip,2018,4,857
Mizoram,mamit,2018,4,835
Mizoram,saiha,2018,4,503
Mizoram,aizawl,2019,1,13422
Mizoram,lunglei,2019,1,2910
Mizoram,kolasib,2019,1,1730
Mizoram,lawngtlai,2019,1,1648
Mizoram,champhai,2019,1,1179
Mizoram,mamit,2019,1,1096
Mizoram,serchhip,2019,1,1047
Mizoram,saiha,2019,1,638
Mizoram,aizawl,2019,2,15934
Mizoram,lunglei,2019,2,3575
Mizoram,lawngtlai,2019,2,2133
Mizoram,kolasib,2019,2,2120
Mizoram,champhai,2019,2,1429
Mizoram,mamit,2019,2,1428
Mizoram,serchhip,2019,2,1295
Mizoram,saiha,2019,2,782
Mizoram,aizawl,2019,3,18992
Mizoram,lunglei,2019,3,4197
Mizoram,lawngtlai,2019,3,2647
Mizoram,kolasib,2019,3,2497
Mizoram,champhai,2019,3,1733
Mizoram,mamit,2019,3,1655
Mizoram,serchhip,2019,3,1512
Mizoram,saiha,2019,3,901
Mizoram,aizawl,2019,4,21865
Mizoram,lunglei,2019,4,4926
Mizoram,lawngtlai,2019,4,3255
Mizoram,kolasib,2019,4,2929
Mizoram,champhai,2019,4,2067
Mizoram,mamit,2019,4,1996
Mizoram,serchhip,2019,4,1735
Mizoram,saiha,2019,4,1036
Mizoram,aizawl,2020,1,25253
Mizoram,lunglei,2020,1,5778
Mizoram,lawngtlai,2020,1,3996
Mizoram,kolasib,2020,1,3360
Mizoram,champhai,2020,1,2448
Mizoram,mamit,2020,1,2379
Mizoram,serchhip,2020,1,1992
Mizoram,saiha,2020,1,1293
Mizoram,aizawl,2020,2,29637
Mizoram,lunglei,2020,2,7006
Mizoram,lawngtlai,2020,2,4977
Mizoram,kolasib,2020,2,4022
Mizoram,champhai,2020,2,3052
Mizoram,mamit,2020,2,2911
Mizoram,serchhip,2020,2,2379
Mizoram,saiha,2020,2,1590
Mizoram,aizawl,2020,3,36225
Mizoram,lunglei,2020,3,8442
Mizoram,lawngtlai,2020,3,6412
Mizoram,kolasib,2020,3,4923
Mizoram,champhai,2020,3,3883
Mizoram,mamit,2020,3,3597
Mizoram,serchhip,2020,3,2871
Mizoram,saiha,2020,3,1962
Mizoram,aizawl,2020,4,41500
Mizoram,lunglei,2020,4,9794
Mizoram,lawngtlai,2020,4,7618
Mizoram,kolasib,2020,4,5599
Mizoram,champhai,2020,4,4550
Mizoram,mamit,2020,4,4083
Mizoram,serchhip,2020,4,3313
Mizoram,saiha,2020,4,2274
Mizoram,aizawl,2021,1,45103
Mizoram,lunglei,2021,1,10638
Mizoram,lawngtlai,2021,1,8386
Mizoram,kolasib,2021,1,6120
Mizoram,champhai,2021,1,4968
Mizoram,mamit,2021,1,4467
Mizoram,serchhip,2021,1,3582
Mizoram,saiha,2021,1,2486
Mizoram,aizawl,2021,2,48525
Mizoram,lunglei,2021,2,11491
Mizoram,lawngtlai,2021,2,9096
Mizoram,kolasib,2021,2,6624
Mizoram,champhai,2021,2,5366
Mizoram,mamit,2021,2,4882
Mizoram,serchhip,2021,2,3884
Mizoram,saiha,2021,2,2684
Mizoram,aizawl,2021,3,52313
Mizoram,lunglei,2021,3,12614
Mizoram,lawngtlai,2021,3,9954
Mizoram,kolasib,2021,3,7229
Mizoram,champhai,2021,3,5935
Mizoram,mamit,2021,3,5392
Mizoram,serchhip,2021,3,4255
Mizoram,saiha,2021,3,2955
Mizoram,aizawl,2021,4,56005
Mizoram,lunglei,2021,4,13668
Mizoram,lawngtlai,2021,4,10738
Mizoram,kolasib,2021,4,7850
Mizoram,champhai,2021,4,6447
Mizoram,mamit,2021,4,5887
Mizoram,serchhip,2021,4,4614
Mizoram,saiha,2021,4,3196
Mizoram,aizawl,2022,1,59433
Mizoram,lunglei,2022,1,14538
Mizoram,lawngtlai,2022,1,11459
Mizoram,kolasib,2022,1,8375
Mizoram,champhai,2022,1,6875
Mizoram,mamit,2022,1,6299
Mizoram,serchhip,2022,1,4906
Mizoram,saiha,2022,1,3410
Mizoram,aizawl,2022,2,62605
Mizoram,lunglei,2022,2,15302
Mizoram,lawngtlai,2022,2,12114
Mizoram,kolasib,2022,2,8872
Mizoram,champhai,2022,2,7233
Mizoram,mamit,2022,2,6641
Mizoram,serchhip,2022,2,5170
Mizoram,saiha,2022,2,3598
Mizoram,aizawl,2022,3,65940
Mizoram,lunglei,2022,3,16062
Mizoram,lawngtlai,2022,3,12771
Mizoram,kolasib,2022,3,9300
Mizoram,champhai,2022,3,7576
Mizoram,mamit,2022,3,6931
Mizoram,serchhip,2022,3,5390
Mizoram,saiha,2022,3,3765
Mizoram,aizawl,2022,4,68925
Mizoram,lunglei,2022,4,16676
Mizoram,lawngtlai,2022,4,13303
Mizoram,kolasib,2022,4,9602
Mizoram,champhai,2022,4,7814
Mizoram,mamit,2022,4,7086
Mizoram,serchhip,2022,4,5551
Mizoram,saiha,2022,4,3913
Mizoram,aizawl,2023,1,71979
Mizoram,lunglei,2023,1,17393
Mizoram,lawngtlai,2023,1,13917
Mizoram,kolasib,2023,1,10051
Mizoram,champhai,2023,1,8148
Mizoram,mamit,2023,1,7399
Mizoram,serchhip,2023,1,5783
Mizoram,saiha,2023,1,4081
Mizoram,aizawl,2023,2,74977
Mizoram,lunglei,2023,2,18222
Mizoram,lawngtlai,2023,2,14604
Mizoram,kolasib,2023,2,10535
Mizoram,champhai,2023,2,8546
Mizoram,mamit,2023,2,7820
Mizoram,serchhip,2023,2,6084
Mizoram,saiha,2023,2,4273
Mizoram,aizawl,2023,3,78038
Mizoram,lunglei,2023,3,19056
Mizoram,lawngtlai,2023,3,15259
Mizoram,kolasib,2023,3,11036
Mizoram,champhai,2023,3,8968
Mizoram,mamit,2023,3,8205
Mizoram,serchhip,2023,3,6340
Mizoram,saiha,2023,3,4476
Mizoram,aizawl,2023,4,81008
Mizoram,lunglei,2023,4,19893
Mizoram,lawngtlai,2023,4,15925
Mizoram,kolasib,2023,4,11527
Mizoram,champhai,2023,4,9373
Mizoram,mamit,2023,4,8589
Mizoram,serchhip,2023,4,6635
Mizoram,saiha,2023,4,4677
Mizoram,aizawl,2024,1,84499
Mizoram,lunglei,2024,1,20891
Mizoram,lawngtlai,2024,1,16779
Mizoram,kolasib,2024,1,12085
Mizoram,champhai,2024,1,9876
Mizoram,mamit,2024,1,9085
Mizoram,serchhip,2024,1,6995
Mizoram,saiha,2024,1,4916
Mizoram,aizawl,2024,2,87821
Mizoram,lunglei,2024,2,21695
Mizoram,lawngtlai,2024,2,17421
Mizoram,kolasib,2024,2,12540
Mizoram,champhai,2024,2,10246
Mizoram,mamit,2024,2,9452
Mizoram,serchhip,2024,2,7272
Mizoram,saiha,2024,2,5093
Mizoram,aizawl,2024,3,109335
Mizoram,lunglei,2024,3,25124
Mizoram,lawngtlai,2024,3,24345
Mizoram,kolasib,2024,3,17391
Mizoram,mamit,2024,3,14535
Mizoram,serchhip,2024,3,8785
Mizoram,champhai,2024,3,8177
Mizoram,siaha,2024,3,7056
Mizoram,saitual,2024,3,4674
Mizoram,hnahthial,2024,3,2797
Mizoram,aizawl,2024,4,113860
Mizoram,lunglei,2024,4,26236
Mizoram,lawngtlai,2024,4,25334
Mizoram,kolasib,2024,4,18177
Mizoram,mamit,2024,4,15222
Mizoram,serchhip,2024,4,9183
Mizoram,champhai,2024,4,8509
Mizoram,siaha,2024,4,7374
Mizoram,saitual,2024,4,4829
Mizoram,hnahthial,2024,4,2932
Nagaland,dimapur,2018,1,8249
Nagaland,kohima,2018,1,3036
Nagaland,mokokchung,2018,1,1043
Nagaland,mon,2018,1,525
Nagaland,phek,2018,1,487
Nagaland,wokha,2018,1,465
Nagaland,zunheboto,2018,1,385
Nagaland,tuensang,2018,1,377
Nagaland,peren,2018,1,218
Nagaland,kiphire,2018,1,168
Nagaland,dimapur,2018,2,12093
Nagaland,kohima,2018,2,4395
Nagaland,mokokchung,2018,2,1616
Nagaland,mon,2018,2,892
Nagaland,phek,2018,2,736
Nagaland,wokha,2018,2,703
Nagaland,tuensang,2018,2,594
Nagaland,zunheboto,2018,2,593
Nagaland,peren,2018,2,358
Nagaland,kiphire,2018,2,258
Nagaland,dimapur,2018,3,17039
Nagaland,kohima,2018,3,6298
Nagaland,mokokchung,2018,3,2313
Nagaland,mon,2018,3,1287
Nagaland,phek,2018,3,1083
Nagaland,wokha,2018,3,1017
Nagaland,tuensang,2018,3,934
Nagaland,zunheboto,2018,3,821
Nagaland,peren,2018,3,526
Nagaland,kiphire,2018,3,465
Nagaland,dimapur,2018,4,22603
Nagaland,kohima,2018,4,8583
Nagaland,mokokchung,2018,4,2986
Nagaland,mon,2018,4,1884
Nagaland,phek,2018,4,1419
Nagaland,wokha,2018,4,1391
Nagaland,tuensang,2018,4,1261
Nagaland,zunheboto,2018,4,1099
Nagaland,peren,2018,4,710
Nagaland,kiphire,2018,4,661
Nagaland,dimapur,2019,1,28091
Nagaland,kohima,2019,1,10747
Nagaland,mokokchung,2019,1,3721
Nagaland,mon,2019,1,2458
Nagaland,wokha,2019,1,1830
Nagaland,phek,2019,1,1727
Nagaland,tuensang,2019,1,1678
Nagaland,zunheboto,2019,1,1374
Nagaland,peren,2019,1,884
Nagaland,kiphire,2019,1,862
Nagaland,dimapur,2019,2,34567
Nagaland,kohima,2019,2,13108
Nagaland,mokokchung,2019,2,4655
Nagaland,mon,2019,2,3210
Nagaland,wokha,2019,2,2411
Nagaland,tuensang,2019,2,2152
Nagaland,phek,2019,2,2143
Nagaland,zunheboto,2019,2,1680
Nagaland,peren,2019,2,1148
Nagaland,kiphire,2019,2,1084
Nagaland,dimapur,2019,3,41036
Nagaland,kohima,2019,3,15677
Nagaland,mokokchung,2019,3,5593
Nagaland,mon,2019,3,3976
Nagaland,wokha,2019,3,2961
Nagaland,phek,2019,3,2642
Nagaland,tuensang,2019,3,2599
Nagaland,zunheboto,2019,3,2058
Nagaland,peren,2019,3,1377
Nagaland,kiphire,2019,3,1251
Nagaland,dimapur,2019,4,47000
Nagaland,kohima,2019,4,18232
Nagaland,mokokchung,2019,4,6606
Nagaland,mon,2019,4,4863
Nagaland,wokha,2019,4,3540
Nagaland,phek,2019,4,3109
Nagaland,tuensang,2019,4,3081
Nagaland,zunheboto,2019,4,2475
Nagaland,peren,2019,4,1623
Nagaland,kiphire,2019,4,1460
Nagaland,dimapur,2020,1,53696
Nagaland,kohima,2020,1,20644
Nagaland,mokokchung,2020,1,7626
Nagaland,mon,2020,1,5747
Nagaland,wokha,2020,1,4118
Nagaland,phek,2020,1,3637
Nagaland,tuensang,2020,1,3634
Nagaland,zunheboto,2020,1,2898
Nagaland,peren,2020,1,1899
Nagaland,kiphire,2020,1,1814
Nagaland,dimapur,2020,2,63398
Nagaland,kohima,2020,2,24236
Nagaland,mokokchung,2020,2,9559
Nagaland,mon,2020,2,7917
Nagaland,wokha,2020,2,5296
Nagaland,tuensang,2020,2,4779
Nagaland,phek,2020,2,4535
Nagaland,zunheboto,2020,2,3647
Nagaland,peren,2020,2,2534
Nagaland,kiphire,2020,2,2423
Nagaland,dimapur,2020,3,79061
Nagaland,kohima,2020,3,31483
Nagaland,mon,2020,3,13591
Nagaland,mokokchung,2020,3,13155
Nagaland,wokha,2020,3,7980
Nagaland,tuensang,2020,3,7220
Nagaland,phek,2020,3,6151
Nagaland,zunheboto,2020,3,4942
Nagaland,peren,2020,3,3486
Nagaland,kiphire,2020,3,3306
Nagaland,dimapur,2020,4,87807
Nagaland,kohima,2020,4,34872
Nagaland,mon,2020,4,14932
Nagaland,mokokchung,2020,4,14511
Nagaland,wokha,2020,4,8821
Nagaland,tuensang,2020,4,8177
Nagaland,phek,2020,4,6888
Nagaland,zunheboto,2020,4,5541
Nagaland,peren,2020,4,3919
Nagaland,kiphire,2020,4,3629
Nagaland,dimapur,2021,1,94968
Nagaland,kohima,2021,1,37488
Nagaland,mon,2021,1,16154
Nagaland,mokokchung,2021,1,15634
Nagaland,wokha,2021,1,9531
Nagaland,tuensang,2021,1,8866
Nagaland,phek,2021,1,7536
Nagaland,zunheboto,2021,1,6013
Nagaland,peren,2021,1,4286
Nagaland,kiphire,2021,1,3904
Nagaland,dimapur,2021,2,101835
Nagaland,kohima,2021,2,40277
Nagaland,mon,2021,2,17389
Nagaland,mokokchung,2021,2,16857
Nagaland,wokha,2021,2,10232
Nagaland,tuensang,2021,2,9565
Nagaland,phek,2021,2,8134
Nagaland,zunheboto,2021,2,6487
Nagaland,peren,2021,2,4641
Nagaland,kiphire,2021,2,4224
Nagaland,dimapur,2021,3,109644
Nagaland,kohima,2021,3,43467
Nagaland,mon,2021,3,18911
Nagaland,mokokchung,2021,3,18340
Nagaland,wokha,2021,3,11126
Nagaland,tuensang,2021,3,10433
Nagaland,phek,2021,3,8933
Nagaland,zunheboto,2021,3,7147
Nagaland,peren,2021,3,5089
Nagaland,kiphire,2021,3,4626
Nagaland,dimapur,2021,4,117388
Nagaland,kohima,2021,4,46621
Nagaland,mon,2021,4,20409
Nagaland,mokokchung,2021,4,19747
Nagaland,wokha,2021,4,11994
Nagaland,tuensang,2021,4,11300
Nagaland,phek,2021,4,9753
Nagaland,zunheboto,2021,4,7765
Nagaland,peren,2021,4,5509
Nagaland,kiphire,2021,4,5047
Nagaland,dimapur,2022,1,124644
Nagaland,kohima,2022,1,49523
Nagaland,mon,2022,1,21773
Nagaland,mokokchung,2022,1,21029
Nagaland,wokha,2022,1,12743
Nagaland,tuensang,2022,1,12057
Nagaland,phek,2022,1,10413
Nagaland,zunheboto,2022,1,8280
Nagaland,peren,2022,1,5881
Nagaland,kiphire,2022,1,5368
Nagaland,dimapur,2022,2,131738
Nagaland,kohima,2022,2,52343
Nagaland,mon,2022,2,23037
Nagaland,mokokchung,2022,2,22136
Nagaland,wokha,2022,2,13417
Nagaland,tuensang,2022,2,12747
Nagaland,phek,2022,2,11005
Nagaland,zunheboto,2022,2,8753
Nagaland,peren,2022,2,6212
Nagaland,kiphire,2022,2,5687
Nagaland,dimapur,2022,3,139011
Nagaland,kohima,2022,3,55046
Nagaland,mon,2022,3,24237
Nagaland,mokokchung,2022,3,23192
Nagaland,wokha,2022,3,14092
Nagaland,tuensang,2022,3,13393
Nagaland,phek,2022,3,11494
Nagaland,zunheboto,2022,3,9128
Nagaland,peren,2022,3,6534
Nagaland,kiphire,2022,3,5963
Nagaland,dimapur,2022,4,145923
Nagaland,kohima,2022,4,57592
Nagaland,mon,2022,4,25340
Nagaland,mokokchung,2022,4,24045
Nagaland,wokha,2022,4,14702
Nagaland,tuensang,2022,4,13900
Nagaland,phek,2022,4,11847
Nagaland,zunheboto,2022,4,9422
Nagaland,peren,2022,4,6750
Nagaland,kiphire,2022,4,6211
Nagaland,dimapur,2023,1,152828
Nagaland,kohima,2023,1,60269
Nagaland,mon,2023,1,26501
Nagaland,mokokchung,2023,1,25058
Nagaland,wokha,2023,1,15357
Nagaland,tuensang,2023,1,14523
Nagaland,phek,2023,1,12359
Nagaland,zunheboto,2023,1,9817
Nagaland,peren,2023,1,7042
Nagaland,kiphire,2023,1,6491
Nagaland,dimapur,2023,2,159224
Nagaland,kohima,2023,2,62890
Nagaland,mon,2023,2,27813
Nagaland,mokokchung,2023,2,26232
Nagaland,wokha,2023,2,16076
Nagaland,tuensang,2023,2,15272
Nagaland,phek,2023,2,13007
Nagaland,zunheboto,2023,2,10327
Nagaland,peren,2023,2,7407
Nagaland,kiphire,2023,2,6792
Nagaland,dimapur,2023,3,165789
Nagaland,kohima,2023,3,65492
Nagaland,mon,2023,3,29096
Nagaland,mokokchung,2023,3,27434
Nagaland,wokha,2023,3,16792
Nagaland,tuensang,2023,3,15941
Nagaland,phek,2023,3,13632
Nagaland,zunheboto,2023,3,10809
Nagaland,peren,2023,3,7771
Nagaland,kiphire,2023,3,7130
Nagaland,dimapur,2023,4,172342
Nagaland,kohima,2023,4,68041
Nagaland,mon,2023,4,30439
Nagaland,mokokchung,2023,4,28574
Nagaland,wokha,2023,4,17479
Nagaland,tuensang,2023,4,16666
Nagaland,phek,2023,4,14221
Nagaland,zunheboto,2023,4,11283
Nagaland,peren,2023,4,8085
Nagaland,kiphire,2023,4,7458
Nagaland,dimapur,2024,1,179628
Nagaland,kohima,2024,1,70998
Nagaland,mon,2024,1,31941
Nagaland,mokokchung,2024,1,29997
Nagaland,wokha,2024,1,18309
Nagaland,tuensang,2024,1,17533
Nagaland,phek,2024,1,15014
Nagaland,zunheboto,2024,1,11884
Nagaland,peren,2024,1,8518
Nagaland,kiphire,2024,1,7857
Nagaland,dimapur,2024,2,186894
Nagaland,kohima,2024,2,73786
Nagaland,mon,2024,2,33389
Nagaland,mokokchung,2024,2,31277
Nagaland,wokha,2024,2,19109
Nagaland,tuensang,2024,2,18244
Nagaland,phek,2024,2,15586
Nagaland,zunheboto,2024,2,12347
Nagaland,peren,2024,2,8850
Nagaland,kiphire,2024,2,8155
Nagaland,dimapur,2024,3,151915
Nagaland,kohima,2024,3,75287
Nagaland,chumoukedima,2024,3,69452
Nagaland,mon,2024,3,30747
Nagaland,mokokchung,2024,3,30298
Nagaland,wokha,2024,3,17356
Nagaland,tuensang,2024,3,15288
Nagaland,phek,2024,3,14031
Nagaland,zunheboto,2024,3,11546
Nagaland,peren,2024,3,10338
Nagaland,dimapur,2024,4,156794
Nagaland,kohima,2024,4,77834
Nagaland,chumoukedima,2024,4,72338
Nagaland,mon,2024,4,32068
Nagaland,mokokchung,2024,4,31411
Nagaland,wokha,2024,4,18036
Nagaland,tuensang,2024,4,15950
Nagaland,phek,2024,4,14609
Nagaland,zunheboto,2024,4,12099
Nagaland,peren,2024,4,10820
Odisha,khordha,2018,1,308390
Odisha,cuttack,2018,1,135972
Odisha,ganjam,2018,1,126158
Odisha,baleshwar,2018,1,100919
Odisha,jajapur,2018,1,81133
Odisha,sundargarh,2018,1,75201
Odisha,puri,2018,1,69923
Odisha,kendujhar,2018,1,58968
Odisha,bhadrak,2018,1,58050
Odisha,anugul,2018,1,56617
Odisha,khordha,2018,2,406689
Odisha,cuttack,2018,2,187723
Odisha,ganjam,2018,2,169386
Odisha,baleshwar,2018,2,139968
Odisha,jajapur,2018,2,114580
Odisha,sundargarh,2018,2,102838
Odisha,puri,2018,2,97920
Odisha,kendujhar,2018,2,83050
Odisha,bhadrak,2018,2,81249
Odisha,anugul,2018,2,76885
Odisha,khordha,2018,3,499472
Odisha,cuttack,2018,3,239067
Odisha,ganjam,2018,3,217114
Odisha,baleshwar,2018,3,180370
Odisha,jajapur,2018,3,149049
Odisha,sundargarh,2018,3,130288
Odisha,puri,2018,3,124859
Odisha,kendujhar,2018,3,108387
Odisha,bhadrak,2018,3,105030
Odisha,anugul,2018,3,97856
Odisha,khordha,2018,4,626645
Odisha,cuttack,2018,4,310337
Odisha,ganjam,2018,4,279943
Odisha,baleshwar,2018,4,231913
Odisha,jajapur,2018,4,201210
Odisha,sundargarh,2018,4,166328
Odisha,puri,2018,4,163528
Odisha,kendujhar,2018,4,142222
Odisha,bhadrak,2018,4,141565
Odisha,anugul,2018,4,124644
Odisha,khordha,2019,1,745457
Odisha,cuttack,2019,1,372513
Odisha,ganjam,2019,1,332190
Odisha,baleshwar,2019,1,271095
Odisha,jajapur,2019,1,236643
Odisha,sundargarh,2019,1,198716
Odisha,puri,2019,1,195690
Odisha,kendujhar,2019,1,167750
Odisha,bhadrak,2019,1,166600
Odisha,anugul,2019,1,150627
Odisha,khordha,2019,2,826007
Odisha,cuttack,2019,2,417809
Odisha,ganjam,2019,2,373530
Odisha,baleshwar,2019,2,299757
Odisha,jajapur,2019,2,260311
Odisha,sundargarh,2019,2,226776
Odisha,puri,2019,2,217206
Odisha,kendujhar,2019,2,188657
Odisha,bhadrak,2019,2,187084
Odisha,anugul,2019,2,169261
Odisha,khordha,2019,3,916565
Odisha,cuttack,2019,3,472851
Odisha,ganjam,2019,3,414068
Odisha,baleshwar,2019,3,329289
Odisha,jajapur,2019,3,290776
Odisha,sundargarh,2019,3,253356
Odisha,puri,2019,3,247141
Odisha,bhadrak,2019,3,208757
Odisha,kendujhar,2019,3,208218
Odisha,anugul,2019,3,187022
Odisha,khordha,2019,4,1014134
Odisha,cuttack,2019,4,534970
Odisha,ganjam,2019,4,469522
Odisha,baleshwar,2019,4,377976
Odisha,jajapur,2019,4,332074
Odisha,puri,2019,4,285955
Odisha,sundargarh,2019,4,284913
Odisha,bhadrak,2019,4,243586
Odisha,kendujhar,2019,4,234041
Odisha,anugul,2019,4,211167
Odisha,khordha,2020,1,1083466
Odisha,cuttack,2020,1,578471
Odisha,ganjam,2020,1,512643
Odisha,baleshwar,2020,1,410789
Odisha,jajapur,2020,1,359087
Odisha,sundargarh,2020,1,313040
